ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,고구마,1,NAVER,1,[위장관리법] 한 끼에 포만감 UP 고구마 효능은?…신선하게 보관하는 법,http://www.woodkorea.co.kr/news/articleView.html?idxno=41007
ENTERPRISE,고구마,1,NAVER,2,"약체만 만나면 ‘고구마 먹은 듯’…한국, 홍콩에 진땀승",http://news.heraldcorp.com/view.php?ud=20191211000883
ENTERPRISE,고구마,1,DAUM,1,“부산이 고구마 첫 재배지 랍니다” 관광기념품 ‘고구마 카라멜...,https://cp.news.search.daum.net/p/87409410
ENTERPRISE,고구마,1,DAUM,2,겨울철의 간식 '고구마',https://cp.news.search.daum.net/p/87296856
ENTERPRISE,고구마,1,Google,1,'수미네반찬' 고구마X차돌박이의 화려한 변신→박대탕까지 '감탄 ...,https://news.chosun.com/site/data/html_dir/2019/12/04/2019120403284.html
ENTERPRISE,고구마,1,Google,2,"부산이 한국서 처음 고구마 재배, 캐러멜 관광기념품 출시",http://www.knnews.co.kr/news/articleView.php?idxno=1313270
