ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,고구마,1,NAVER,1,[뱃살빨리빼는법] 식욕 돋구는 데 좋은 고구마 어떤 효과 있을까?,http://research-paper.co.kr/news/view/266912
ENTERPRISE,고구마,1,NAVER,2,"부산이 한국서 처음 고구마 재배, 캐러멜 관광기념품 출시",http://www.knnews.co.kr/news/articleView.php?idxno=1313270
ENTERPRISE,고구마,1,DAUM,1,고구마 시배지 부산에서 고구마 캐러멜 관광기념품 출시,http://v.media.daum.net/v/20191206104049938
ENTERPRISE,고구마,1,DAUM,2,[박용준의 한의학 이야기] 고구마,http://v.media.daum.net/v/20191203110527104
ENTERPRISE,고구마,1,Google,1,'수미네반찬' 고구마X차돌박이의 화려한 변신→박대탕까지 '감탄 ...,https://news.chosun.com/site/data/html_dir/2019/12/04/2019120403284.html
ENTERPRISE,고구마,1,Google,2,"부산이 한국서 처음 고구마 재배, 캐러멜 관광기념품 출시",http://www.knnews.co.kr/news/articleView.php?idxno=1313270
