ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,과일,1,NAVER,1,제철 딸기 인기… GS25 “과일 매출 전년比 48.8% 급등”,http://biz.newdaily.co.kr/site/data/html/2019/12/06/2019120600036.html
ENTERPRISE,과일,1,NAVER,2,'석류 칼로리와효능과부작용은?' 석류 먹는법은 과일 그대로 섭취하는 방법이,http://www.joygm.com/news/articleView.html?idxno=79665
ENTERPRISE,과일,1,DAUM,1,"철없는 딸기, 과일 판을 뒤집다",http://v.media.daum.net/v/20191205031202503
ENTERPRISE,과일,1,DAUM,2,편의점·호텔 장악한 딸기..'과일의 제왕'으로 우뚝,http://v.media.daum.net/v/20191206100050416
ENTERPRISE,과일,1,Google,1,가심비 바람 탄 고급과일 전성시대…샤인머스켓 다음 타자는?,https://www.hankyung.com/economy/article/2019120896697
ENTERPRISE,과일,1,Google,2,"“못 생겨도 맛있다”...롯데마트, 'B급 과일' 대전",https://biz.chosun.com/site/data/html_dir/2019/12/03/2019120300922.html
