ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,고구마,1,NAVER,1,"수미네반찬 고추장고구마볶음→박대탕 도전, 다음주 김장 예고[어제TV]",http://www.newsen.com/news_view.php?uid=201912042018311610
ENTERPRISE,고구마,1,NAVER,2,"'수미네 반찬', 고추장 고구마 볶음→불고기 파니니 소개... 맛+영양 가득",http://www.stardailynews.co.kr/news/articleView.html?idxno=260678
ENTERPRISE,고구마,1,DAUM,1,[박용준의 한의학 이야기] 고구마,http://v.media.daum.net/v/20191203110527104
ENTERPRISE,고구마,1,DAUM,2,전분 많은 욕지도 고구마로 만든 '고메원도넛' 인기 폭발,http://v.media.daum.net/v/20191129105635593
ENTERPRISE,고구마,1,Google,1,'수미네반찬' 고구마X차돌박이의 화려한 변신→박대탕까지 '감탄 ...,https://news.chosun.com/site/data/html_dir/2019/12/04/2019120403284.html
ENTERPRISE,고구마,1,Google,2,"부산이 한국서 처음 고구마 재배, 캐러멜 관광기념품 출시",http://www.knnews.co.kr/news/articleView.php?idxno=1313270
