ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,치킨,1,NAVER,1,치킨 먹을 때 '닭날개'부터 먹는 남친은 사람들에게 사랑받는 '인기남'이다,https://www.insight.co.kr/news/256879
ENTERPRISE,치킨,1,NAVER,2,"호식이두마리치킨, 신메뉴' 닭발 편육' 선봬",http://www.koreastocknews.com/news/articleView.html?idxno=48635
ENTERPRISE,치킨,1,NAVER,3,업소탐방 <본스치킨>,http://www.koreadaily.com/news/read.asp?art_id=7839579
ENTERPRISE,치킨,1,NAVER,4,"태블릿으로 주문하면 로봇이 치킨 서빙..BBQ, '편리미엄 카페' 첫 선",http://4th.kr/View.aspx?No=346089
ENTERPRISE,치킨,1,NAVER,5,"문희준, 아내 소율 명품보다 치킨 “그래서 결혼했다”",http://www.newsen.com/news_view.php?uid=201912061611005310
ENTERPRISE,치킨,1,NAVER,6,"치킨업계, '카페형 매장' 열고 젊은층・외국인 공략",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=111761
ENTERPRISE,치킨,1,NAVER,7,"""매일 출석하면 치킨 증정"" 스크래치 복권 게임, 보상형 앱 피블(PIBBLE)에서...",http://www.wikileaks-kr.org/news/articleView.html?idxno=71774
ENTERPRISE,치킨,1,NAVER,8,"프랜차이즈 치킨 배달서비스 구성과 맛은 좋지만, 가성비는 낮아",http://www.newskr.kr/news/articleView.html?idxno=34274
ENTERPRISE,치킨,1,NAVER,9,치킨? 난 '편의점'에서 먹는다,http://www.mediasr.co.kr/news/articleView.html?idxno=55790
ENTERPRISE,치킨,1,NAVER,10,'슬기로운어른이생활' 치킨 피자 떡볶이 디저트까지 모두 배달시켰다,http://www.insightkorea.co.kr//news/articleView.html?idxno=69772
ENTERPRISE,치킨,1,DAUM,1,"이원일, '치킨로드' 최종회 빛낸 창의적 치킨 레시피",http://v.media.daum.net/v/20191204113905647
ENTERPRISE,치킨,1,DAUM,2,외식업 위협하는 편의점 피자·조각치킨,http://v.media.daum.net/v/20191206111328227
ENTERPRISE,치킨,1,DAUM,3,"'양식의 양식' 백종원 ""가장 맛있는 치킨? 인도네시아 치킨""",http://v.media.daum.net/v/20191201171803041
ENTERPRISE,치킨,1,DAUM,4,"'치킨로드' 최종회, 세상에 없던 치킨 맛의 탄생 [채널예약]",http://v.media.daum.net/v/20191203115436642
ENTERPRISE,치킨,1,DAUM,5,"'치킨로드' 오늘(3일) 최종회, 불꽃 튀는 치킨 레시피 대결 결과는?",http://v.media.daum.net/v/20191203113637771
ENTERPRISE,치킨,1,DAUM,6,대구에서 걸작떡볶이치킨을 만나보자!,http://v.media.daum.net/v/20191204174504590
ENTERPRISE,치킨,1,DAUM,7,"bhc치킨, 출시 한 달 맞은 '블랙올리브' 새로운 트렌드 주도",http://v.media.daum.net/v/20191206204400738
ENTERPRISE,치킨,1,DAUM,8,"60계치킨, 하림과 상생협약 MOU체결로 치킨업계 새로운 바람 기대",http://v.media.daum.net/v/20191204143141919
ENTERPRISE,치킨,1,DAUM,9,"'양식의 양식' 첫 방, 치킨의 치킨에 의한 치킨을 위한 A-Z",http://v.media.daum.net/v/20191202073800412
ENTERPRISE,치킨,1,DAUM,10,"호식이두마리치킨, 신 개념 닭발 편육 출시",http://v.media.daum.net/v/20191206140103152
ENTERPRISE,치킨,1,Google,1,"'양식의 양식' 백종원 ""인도네시아 치킨이 가장 맛있었다""",http://honam.co.kr/article.php?aid=1575206329603645016
ENTERPRISE,치킨,1,Google,2,"'양식의 양식' 최강창민, 치킨과 버블티 조합에 놀란 사연은?",http://star.hankookilbo.com/News/Read/201911301326079602
ENTERPRISE,치킨,1,Google,3,"미래형 치킨집 'BBQ 편리미엄 카페', 헬리오시티 오픈",http://upinews.kr/newsView/upi201912060096
ENTERPRISE,치킨,1,Google,4,'다이어리 전쟁' 확산…bhc치킨·배스킨라빈스 등 외식업계도 ...,http://www.newsian.co.kr/news/articleView.html?idxno=38212
ENTERPRISE,치킨,1,Google,5,"'치킨로드' 오늘 최종회, 세상에 없던 '치느님'의 탄생..역대급 ...",https://news.chosun.com/site/data/html_dir/2019/12/03/2019120302405.html
ENTERPRISE,치킨,1,Google,6,"굽네치킨, 치즈 가득 채운 '굽네 시카고피자' 출시",https://www.beinews.net/news/articleView.html?idxno=29336
ENTERPRISE,치킨,1,Google,7,[치킨로드] 치킨 잠발라야 vs 와인 치킨 vs 블랙 치킨 vs 흑당 ...,http://www.jjan.kr/news/articleView.html?idxno=2071361&replyAll=&reply_sc_order_by=C
ENTERPRISE,치킨,1,Google,8,"[굿모닝!] 폭탄주 송년회는 잊어라, 이젠 치킨·초밥으로 홈파티",https://biz.chosun.com/site/data/html_dir/2019/12/06/2019120600038.html
ENTERPRISE,치킨,1,Google,9,"“어메이징 로스트치킨이 1만3980원” 이마트, '연말 홈파티 ...",http://www.etoday.co.kr/news/view/1830334
ENTERPRISE,치킨,1,Google,10,"호식이두마리치킨, 신 개념 닭발 편육 출시",http://www.donga.com/news/list/article/all/20191206/98689027/2
